url,word,global_clicks,global_impressions,global_ctr,global_position,metric_scope,country_confidence,country_data_requirement,path,tier,tier_score,migration_class,batch_1,legacy_page,self_canonical,useful_without_javascript,indexability_signals_pass
https://ovidhan.net/word/wiser.html,wiser,0,12,0.0,78.08,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,LOW,Bangladesh-filtered GSC page/query export required,word/wiser.html,D,0,THIN-LEGACY,False,True,True,False,False
https://ovidhan.net/word/relational.html,relational,0,11,0.0,65.36,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,LOW,Bangladesh-filtered GSC page/query export required,word/relational.html,D,0,THIN-LEGACY,False,True,True,False,False
https://ovidhan.net/word/vetted.html,vetted,0,11,0.0,68.64,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,LOW,Bangladesh-filtered GSC page/query export required,word/vetted.html,D,0,THIN-LEGACY,False,True,True,False,False
https://ovidhan.net/word/without.html,without,0,11,0.0,76.64,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,LOW,Bangladesh-filtered GSC page/query export required,word/without.html,B,3,REVIEW,False,True,True,False,False
https://ovidhan.net/word/ambidextrous.html,ambidextrous,0,10,0.0,71.2,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,LOW,Bangladesh-filtered GSC page/query export required,word/ambidextrous.html,B,3,KEEP-INDEXED,True,False,True,True,True
https://ovidhan.net/word/demonstrably.html,demonstrably,0,10,0.0,70.4,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,LOW,Bangladesh-filtered GSC page/query export required,word/demonstrably.html,D,0,THIN-LEGACY,False,True,True,False,False
https://ovidhan.net/word/huawei.html,huawei,0,10,0.0,7.1,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,LOW,Bangladesh-filtered GSC page/query export required,word/huawei.html,D,0,THIN-LEGACY,False,True,True,False,False
https://ovidhan.net/word/ied.html,ied,0,10,0.0,9.7,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,LOW,Bangladesh-filtered GSC page/query export required,word/ied.html,D,0,THIN-LEGACY,False,True,True,False,False
https://ovidhan.net/word/linkedin.html,linkedin,0,10,0.0,30.1,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,LOW,Bangladesh-filtered GSC page/query export required,word/linkedin.html,D,0,THIN-LEGACY,False,True,True,False,False
https://ovidhan.net/word/moreno.html,moreno,0,10,0.0,10.5,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,LOW,Bangladesh-filtered GSC page/query export required,word/moreno.html,D,0,THIN-LEGACY,False,True,True,False,False
https://ovidhan.net/word/overshadowed.html,overshadowed,0,10,0.0,36.8,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,LOW,Bangladesh-filtered GSC page/query export required,word/overshadowed.html,D,0,THIN-LEGACY,False,True,True,False,False
https://ovidhan.net/word/producing.html,producing,0,10,0.0,9.4,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,LOW,Bangladesh-filtered GSC page/query export required,word/producing.html,A,7,REVIEW,False,True,True,False,False
https://ovidhan.net/word/recon.html,recon,0,10,0.0,61.4,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,LOW,Bangladesh-filtered GSC page/query export required,word/recon.html,D,0,THIN-LEGACY,False,True,True,False,False
https://ovidhan.net/word/renegotiate.html,renegotiate,0,10,0.0,11.1,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,LOW,Bangladesh-filtered GSC page/query export required,word/renegotiate.html,D,0,THIN-LEGACY,False,True,True,False,False
https://ovidhan.net/word/sephora.html,sephora,0,10,0.0,9.8,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,LOW,Bangladesh-filtered GSC page/query export required,word/sephora.html,D,0,THIN-LEGACY,False,True,True,False,False
https://ovidhan.net/word/shard.html,shard,0,10,0.0,10.5,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,LOW,Bangladesh-filtered GSC page/query export required,word/shard.html,D,0,THIN-LEGACY,False,True,True,False,False
https://ovidhan.net/word/tafe.html,tafe,0,10,0.0,6.5,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,LOW,Bangladesh-filtered GSC page/query export required,word/tafe.html,D,0,THIN-LEGACY,False,True,True,False,False
https://ovidhan.net/word/barbaric.html,barbaric,0,9,0.0,10.11,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,LOW,Bangladesh-filtered GSC page/query export required,word/barbaric.html,B,3,KEEP-INDEXED,True,False,True,True,True
https://ovidhan.net/word/mirth.html,mirth,0,9,0.0,22.44,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,LOW,Bangladesh-filtered GSC page/query export required,word/mirth.html,B,3,REVIEW,False,True,True,False,False
https://ovidhan.net/word/net.html,net,1,9,0.111111,4.78,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,LOW,Bangladesh-filtered GSC page/query export required,word/net.html,A,7,REVIEW,False,True,True,False,False
https://ovidhan.net/word/shouting.html,shouting,0,9,0.0,18.22,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,LOW,Bangladesh-filtered GSC page/query export required,word/shouting.html,D,0,THIN-LEGACY,False,True,True,False,False
https://ovidhan.net/word/soho.html,soho,0,9,0.0,47.89,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,LOW,Bangladesh-filtered GSC page/query export required,word/soho.html,D,0,THIN-LEGACY,False,True,True,False,False
https://ovidhan.net/word/translation.html,translation,1,9,0.111111,6.89,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,LOW,Bangladesh-filtered GSC page/query export required,word/translation.html,A,7,REVIEW,False,True,True,False,False
https://ovidhan.net/word/travelled.html,travelled,0,9,0.0,10.0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,LOW,Bangladesh-filtered GSC page/query export required,word/travelled.html,D,0,THIN-LEGACY,False,True,True,False,False
https://ovidhan.net/word/trillion.html,trillion,0,9,0.0,45.0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,LOW,Bangladesh-filtered GSC page/query export required,word/trillion.html,D,0,THIN-LEGACY,False,True,True,False,False
https://ovidhan.net/word/wished.html,wished,0,9,0.0,16.33,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,LOW,Bangladesh-filtered GSC page/query export required,word/wished.html,D,0,THIN-LEGACY,False,True,True,False,False
https://ovidhan.net/word/jor.html,jor,0,8,0.0,68.75,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,LOW,Bangladesh-filtered GSC page/query export required,word/jor.html,D,0,THIN-LEGACY,False,True,True,False,False
https://ovidhan.net/word/needing.html,needing,0,8,0.0,62.88,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,LOW,Bangladesh-filtered GSC page/query export required,word/needing.html,D,0,THIN-LEGACY,False,True,True,False,False
https://ovidhan.net/word/odysseus.html,odysseus,0,8,0.0,51.88,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,LOW,Bangladesh-filtered GSC page/query export required,word/odysseus.html,D,0,THIN-LEGACY,False,True,True,False,False
https://ovidhan.net/word/outta.html,outta,0,8,0.0,11.5,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,LOW,Bangladesh-filtered GSC page/query export required,word/outta.html,D,0,THIN-LEGACY,False,True,True,False,False
https://ovidhan.net/word/partition.html,partition,0,8,0.0,39.38,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,LOW,Bangladesh-filtered GSC page/query export required,word/partition.html,B,3,REVIEW,False,True,True,False,False
https://ovidhan.net/word/pernicious.html,pernicious,0,8,0.0,23.62,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,LOW,Bangladesh-filtered GSC page/query export required,word/pernicious.html,D,0,THIN-LEGACY,False,True,True,False,False
https://ovidhan.net/word/princeton.html,princeton,0,8,0.0,6.88,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,LOW,Bangladesh-filtered GSC page/query export required,word/princeton.html,D,0,THIN-LEGACY,False,True,True,False,False
https://ovidhan.net/word/reinvent.html,reinvent,0,8,0.0,11.25,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,LOW,Bangladesh-filtered GSC page/query export required,word/reinvent.html,D,0,THIN-LEGACY,False,True,True,False,False
https://ovidhan.net/word/revamp.html,revamp,0,8,0.0,90.0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,LOW,Bangladesh-filtered GSC page/query export required,word/revamp.html,D,0,THIN-LEGACY,False,True,True,False,False
https://ovidhan.net/word/totality.html,totality,0,8,0.0,11.38,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,LOW,Bangladesh-filtered GSC page/query export required,word/totality.html,D,0,THIN-LEGACY,False,True,True,False,False
https://ovidhan.net/word/underwhelming.html,underwhelming,0,8,0.0,7.75,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,LOW,Bangladesh-filtered GSC page/query export required,word/underwhelming.html,D,0,THIN-LEGACY,False,True,True,False,False
https://ovidhan.net/word/unstoppable.html,unstoppable,0,8,0.0,18.88,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,LOW,Bangladesh-filtered GSC page/query export required,word/unstoppable.html,D,0,THIN-LEGACY,False,True,True,False,False
https://ovidhan.net/word/walmart.html,walmart,1,8,0.125,6.38,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,LOW,Bangladesh-filtered GSC page/query export required,word/walmart.html,D,0,THIN-LEGACY,False,True,True,False,False
https://ovidhan.net/word/warner.html,warner,0,8,0.0,9.25,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,LOW,Bangladesh-filtered GSC page/query export required,word/warner.html,D,0,THIN-LEGACY,False,True,True,False,False
https://ovidhan.net/word/wherewithal.html,wherewithal,0,8,0.0,9.88,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,LOW,Bangladesh-filtered GSC page/query export required,word/wherewithal.html,D,0,THIN-LEGACY,False,True,True,False,False
https://ovidhan.net/word/catwoman.html,catwoman,0,7,0.0,4.86,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,LOW,Bangladesh-filtered GSC page/query export required,word/catwoman.html,D,0,THIN-LEGACY,False,True,True,False,False
https://ovidhan.net/word/creating.html,creating,0,7,0.0,16.57,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,LOW,Bangladesh-filtered GSC page/query export required,word/creating.html,A,7,REVIEW,False,True,True,False,False
https://ovidhan.net/word/legible.html,legible,0,7,0.0,28.14,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,LOW,Bangladesh-filtered GSC page/query export required,word/legible.html,B,3,REVIEW,False,True,True,False,False
https://ovidhan.net/word/luther.html,luther,0,7,0.0,8.71,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,LOW,Bangladesh-filtered GSC page/query export required,word/luther.html,D,0,THIN-LEGACY,False,True,True,False,False
https://ovidhan.net/word/manpower.html,manpower,0,7,0.0,68.86,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,LOW,Bangladesh-filtered GSC page/query export required,word/manpower.html,D,0,THIN-LEGACY,False,True,True,False,False
https://ovidhan.net/word/reinvented.html,reinvented,0,7,0.0,57.29,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,LOW,Bangladesh-filtered GSC page/query export required,word/reinvented.html,D,0,THIN-LEGACY,False,True,True,False,False
https://ovidhan.net/word/skewed.html,skewed,0,7,0.0,58.43,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,LOW,Bangladesh-filtered GSC page/query export required,word/skewed.html,D,0,THIN-LEGACY,False,True,True,False,False
https://ovidhan.net/word/solicitor.html,solicitor,0,7,0.0,48.43,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,LOW,Bangladesh-filtered GSC page/query export required,word/solicitor.html,D,0,THIN-LEGACY,False,True,True,False,False
https://ovidhan.net/word/sweetest.html,sweetest,0,7,0.0,11.29,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,LOW,Bangladesh-filtered GSC page/query export required,word/sweetest.html,D,0,THIN-LEGACY,False,True,True,False,False
https://ovidhan.net/word/talent.html,talent,0,7,0.0,39.14,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,LOW,Bangladesh-filtered GSC page/query export required,word/talent.html,B,3,REVIEW,False,True,True,False,False
https://ovidhan.net/word/ugly.html,ugly,0,7,0.0,39.86,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,LOW,Bangladesh-filtered GSC page/query export required,word/ugly.html,B,3,REVIEW,False,True,True,False,False
https://ovidhan.net/word/viceroy.html,viceroy,0,7,0.0,77.43,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,LOW,Bangladesh-filtered GSC page/query export required,word/viceroy.html,D,0,THIN-LEGACY,False,True,True,False,False
https://ovidhan.net/word/watched.html,watched,0,7,0.0,11.71,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,LOW,Bangladesh-filtered GSC page/query export required,word/watched.html,D,0,THIN-LEGACY,False,True,True,False,False
https://ovidhan.net/word/wheat.html,wheat,0,7,0.0,49.43,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,LOW,Bangladesh-filtered GSC page/query export required,word/wheat.html,B,3,REVIEW,False,True,True,False,False
https://ovidhan.net/word/wolfram.html,wolfram,0,7,0.0,9.14,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,LOW,Bangladesh-filtered GSC page/query export required,word/wolfram.html,D,0,THIN-LEGACY,False,True,True,False,False
https://ovidhan.net/word/yangtze.html,yangtze,0,7,0.0,24.14,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,LOW,Bangladesh-filtered GSC page/query export required,word/yangtze.html,D,0,THIN-LEGACY,False,True,True,False,False
https://ovidhan.net/word/airpods.html,airpods,0,6,0.0,16.67,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,LOW,Bangladesh-filtered GSC page/query export required,word/airpods.html,D,0,THIN-LEGACY,False,True,True,False,False
https://ovidhan.net/word/aust.html,aust,0,6,0.0,57.33,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,LOW,Bangladesh-filtered GSC page/query export required,word/aust.html,D,0,THIN-LEGACY,False,True,True,False,False
https://ovidhan.net/word/lunatic.html,lunatic,0,6,0.0,15.17,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,LOW,Bangladesh-filtered GSC page/query export required,word/lunatic.html,D,0,THIN-LEGACY,False,True,True,False,False
https://ovidhan.net/word/outlast.html,outlast,0,6,0.0,11.5,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,LOW,Bangladesh-filtered GSC page/query export required,word/outlast.html,D,0,THIN-LEGACY,False,True,True,False,False
https://ovidhan.net/word/parsley.html,parsley,0,6,0.0,51.83,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,LOW,Bangladesh-filtered GSC page/query export required,word/parsley.html,D,0,THIN-LEGACY,False,True,True,False,False
https://ovidhan.net/word/punchy.html,punchy,0,6,0.0,9.5,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,LOW,Bangladesh-filtered GSC page/query export required,word/punchy.html,D,0,THIN-LEGACY,False,True,True,False,False
https://ovidhan.net/word/quantum.html,quantum,0,6,0.0,48.17,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,LOW,Bangladesh-filtered GSC page/query export required,word/quantum.html,B,3,REVIEW,False,True,True,False,False
https://ovidhan.net/word/redirect.html,redirect,0,6,0.0,19.33,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,LOW,Bangladesh-filtered GSC page/query export required,word/redirect.html,D,0,THIN-LEGACY,False,True,True,False,False
https://ovidhan.net/word/repress.html,repress,0,6,0.0,48.83,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,LOW,Bangladesh-filtered GSC page/query export required,word/repress.html,B,3,REVIEW,False,True,True,False,False
https://ovidhan.net/word/reverie.html,reverie,0,6,0.0,58.83,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,LOW,Bangladesh-filtered GSC page/query export required,word/reverie.html,D,0,THIN-LEGACY,False,True,True,False,False
https://ovidhan.net/word/robustness.html,robustness,0,6,0.0,49.5,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,LOW,Bangladesh-filtered GSC page/query export required,word/robustness.html,D,0,THIN-LEGACY,False,True,True,False,False
https://ovidhan.net/word/smoothed.html,smoothed,0,6,0.0,51.5,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,LOW,Bangladesh-filtered GSC page/query export required,word/smoothed.html,D,0,THIN-LEGACY,False,True,True,False,False
https://ovidhan.net/word/softly.html,softly,0,6,0.0,61.83,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,LOW,Bangladesh-filtered GSC page/query export required,word/softly.html,D,0,THIN-LEGACY,False,True,True,False,False
https://ovidhan.net/word/somerset.html,somerset,0,6,0.0,9.5,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,LOW,Bangladesh-filtered GSC page/query export required,word/somerset.html,D,0,THIN-LEGACY,False,True,True,False,False
https://ovidhan.net/word/spiderman.html,spiderman,0,6,0.0,23.33,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,LOW,Bangladesh-filtered GSC page/query export required,word/spiderman.html,D,0,THIN-LEGACY,False,True,True,False,False
https://ovidhan.net/word/subside.html,subside,0,6,0.0,49.33,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,LOW,Bangladesh-filtered GSC page/query export required,word/subside.html,B,3,REVIEW,False,True,True,False,False
https://ovidhan.net/word/swapped.html,swapped,0,6,0.0,44.17,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,LOW,Bangladesh-filtered GSC page/query export required,word/swapped.html,D,0,THIN-LEGACY,False,True,True,False,False
https://ovidhan.net/word/tester.html,tester,0,6,0.0,12.5,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,LOW,Bangladesh-filtered GSC page/query export required,word/tester.html,D,0,THIN-LEGACY,False,True,True,False,False
https://ovidhan.net/word/travelling.html,travelling,0,6,0.0,49.0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,LOW,Bangladesh-filtered GSC page/query export required,word/travelling.html,D,0,THIN-LEGACY,False,True,True,False,False
https://ovidhan.net/word/unconditionally.html,unconditionally,0,6,0.0,51.83,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,LOW,Bangladesh-filtered GSC page/query export required,word/unconditionally.html,D,0,THIN-LEGACY,False,True,True,False,False
https://ovidhan.net/word/valkyrie.html,valkyrie,0,6,0.0,9.0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,LOW,Bangladesh-filtered GSC page/query export required,word/valkyrie.html,D,0,THIN-LEGACY,False,True,True,False,False
https://ovidhan.net/word/whipple.html,whipple,0,6,0.0,48.83,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,LOW,Bangladesh-filtered GSC page/query export required,word/whipple.html,D,0,THIN-LEGACY,False,True,True,False,False
https://ovidhan.net/word/writ.html,writ,0,6,0.0,47.67,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,LOW,Bangladesh-filtered GSC page/query export required,word/writ.html,D,0,THIN-LEGACY,False,True,True,False,False
https://ovidhan.net/word/albemarle.html,albemarle,0,5,0.0,49.8,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,LOW,Bangladesh-filtered GSC page/query export required,word/albemarle.html,D,0,THIN-LEGACY,False,True,True,False,False
https://ovidhan.net/word/borrower.html,borrower,0,5,0.0,85.0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,LOW,Bangladesh-filtered GSC page/query export required,word/borrower.html,D,0,THIN-LEGACY,False,True,True,False,False
https://ovidhan.net/word/brutality.html,brutality,0,5,0.0,10.0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,LOW,Bangladesh-filtered GSC page/query export required,word/brutality.html,D,0,THIN-LEGACY,False,True,True,False,False
https://ovidhan.net/word/demarcation.html,demarcation,0,5,0.0,90.6,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,LOW,Bangladesh-filtered GSC page/query export required,word/demarcation.html,D,0,THIN-LEGACY,False,True,True,False,False
https://ovidhan.net/word/downed.html,downed,0,5,0.0,63.2,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,LOW,Bangladesh-filtered GSC page/query export required,word/downed.html,D,0,THIN-LEGACY,False,True,True,False,False
https://ovidhan.net/word/dutt.html,dutt,0,5,0.0,64.8,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,LOW,Bangladesh-filtered GSC page/query export required,word/dutt.html,D,0,THIN-LEGACY,False,True,True,False,False
https://ovidhan.net/word/enjoying.html,enjoying,0,5,0.0,55.4,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,LOW,Bangladesh-filtered GSC page/query export required,word/enjoying.html,D,0,THIN-LEGACY,False,True,True,False,False
https://ovidhan.net/word/harshest.html,harshest,0,5,0.0,79.2,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,LOW,Bangladesh-filtered GSC page/query export required,word/harshest.html,D,0,THIN-LEGACY,False,True,True,False,False
https://ovidhan.net/word/integration.html,integration,0,5,0.0,12.6,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,LOW,Bangladesh-filtered GSC page/query export required,word/integration.html,A,7,REVIEW,False,True,True,False,False
https://ovidhan.net/word/ledger.html,ledger,0,5,0.0,42.2,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,LOW,Bangladesh-filtered GSC page/query export required,word/ledger.html,D,0,THIN-LEGACY,False,True,True,False,False
https://ovidhan.net/word/lowes.html,lowes,0,5,0.0,4.0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,LOW,Bangladesh-filtered GSC page/query export required,word/lowes.html,D,0,THIN-LEGACY,False,True,True,False,False
https://ovidhan.net/word/meetups.html,meetups,0,5,0.0,49.8,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,LOW,Bangladesh-filtered GSC page/query export required,word/meetups.html,D,0,THIN-LEGACY,False,True,True,False,False
https://ovidhan.net/word/moss.html,moss,0,5,0.0,48.2,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,LOW,Bangladesh-filtered GSC page/query export required,word/moss.html,B,3,REVIEW,False,True,True,False,False
https://ovidhan.net/word/mutiny.html,mutiny,0,5,0.0,37.8,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,LOW,Bangladesh-filtered GSC page/query export required,word/mutiny.html,B,3,REVIEW,False,True,True,False,False
https://ovidhan.net/word/nicest.html,nicest,0,5,0.0,40.2,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,LOW,Bangladesh-filtered GSC page/query export required,word/nicest.html,D,0,THIN-LEGACY,False,True,True,False,False
https://ovidhan.net/word/normandy.html,normandy,0,5,0.0,8.6,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,LOW,Bangladesh-filtered GSC page/query export required,word/normandy.html,D,0,THIN-LEGACY,False,True,True,False,False
https://ovidhan.net/word/oregano.html,oregano,0,5,0.0,44.6,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,LOW,Bangladesh-filtered GSC page/query export required,word/oregano.html,D,0,THIN-LEGACY,False,True,True,False,False
https://ovidhan.net/word/outright.html,outright,0,5,0.0,19.2,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,LOW,Bangladesh-filtered GSC page/query export required,word/outright.html,B,3,REVIEW,False,True,True,False,False
https://ovidhan.net/word/overwatch.html,overwatch,0,5,0.0,5.0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,LOW,Bangladesh-filtered GSC page/query export required,word/overwatch.html,D,0,THIN-LEGACY,False,True,True,False,False
https://ovidhan.net/word/parasol.html,parasol,0,5,0.0,56.4,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,LOW,Bangladesh-filtered GSC page/query export required,word/parasol.html,D,0,THIN-LEGACY,False,True,True,False,False
https://ovidhan.net/word/perturbation.html,perturbation,0,5,0.0,40.4,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,LOW,Bangladesh-filtered GSC page/query export required,word/perturbation.html,D,0,THIN-LEGACY,False,True,True,False,False
