word,url,tier,tier_score,migration_class,static_legacy_status,global_clicks,global_impressions,global_ctr,global_position,metric_scope,country_confidence,country_data_requirement,priority_score,priority_basis
producing,https://ovidhan.net/word/producing.html,A,7,REVIEW,LEGACY — NEEDS STATIC UPGRADE,0,10,0.0,9.4,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,LOW,Bangladesh-filtered GSC page/query export required,67.489,Phase 2B tier/quality + global impressions/position; clicks excluded from score
bottom,https://ovidhan.net/word/bottom.html,A,7,REVIEW,LEGACY — NEEDS STATIC UPGRADE,0,0,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required,47.5,Phase 2B tier/quality + global impressions/position; clicks excluded from score
bought,https://ovidhan.net/word/bought.html,A,7,REVIEW,LEGACY — NEEDS STATIC UPGRADE,0,0,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required,47.5,Phase 2B tier/quality + global impressions/position; clicks excluded from score
bound,https://ovidhan.net/word/bound.html,A,7,REVIEW,LEGACY — NEEDS STATIC UPGRADE,0,0,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required,47.5,Phase 2B tier/quality + global impressions/position; clicks excluded from score
bowl,https://ovidhan.net/word/bowl.html,A,7,REVIEW,LEGACY — NEEDS STATIC UPGRADE,0,0,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required,47.5,Phase 2B tier/quality + global impressions/position; clicks excluded from score
box,https://ovidhan.net/word/box.html,A,7,REVIEW,LEGACY — NEEDS STATIC UPGRADE,0,0,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required,47.5,Phase 2B tier/quality + global impressions/position; clicks excluded from score
boxes,https://ovidhan.net/word/boxes.html,A,7,REVIEW,LEGACY — NEEDS STATIC UPGRADE,0,0,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required,47.5,Phase 2B tier/quality + global impressions/position; clicks excluded from score
boy,https://ovidhan.net/word/boy.html,A,7,REVIEW,LEGACY — NEEDS STATIC UPGRADE,0,0,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required,47.5,Phase 2B tier/quality + global impressions/position; clicks excluded from score
boys,https://ovidhan.net/word/boys.html,A,7,REVIEW,LEGACY — NEEDS STATIC UPGRADE,0,0,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required,47.5,Phase 2B tier/quality + global impressions/position; clicks excluded from score
brain,https://ovidhan.net/word/brain.html,A,7,REVIEW,LEGACY — NEEDS STATIC UPGRADE,0,0,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required,47.5,Phase 2B tier/quality + global impressions/position; clicks excluded from score
branch,https://ovidhan.net/word/branch.html,A,7,REVIEW,LEGACY — NEEDS STATIC UPGRADE,0,0,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required,47.5,Phase 2B tier/quality + global impressions/position; clicks excluded from score
brand,https://ovidhan.net/word/brand.html,A,7,REVIEW,LEGACY — NEEDS STATIC UPGRADE,0,0,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required,47.5,Phase 2B tier/quality + global impressions/position; clicks excluded from score
brands,https://ovidhan.net/word/brands.html,A,7,REVIEW,LEGACY — NEEDS STATIC UPGRADE,0,0,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required,47.5,Phase 2B tier/quality + global impressions/position; clicks excluded from score
brass,https://ovidhan.net/word/brass.html,A,7,REVIEW,LEGACY — NEEDS STATIC UPGRADE,0,0,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required,47.5,Phase 2B tier/quality + global impressions/position; clicks excluded from score
brazil,https://ovidhan.net/word/brazil.html,A,7,REVIEW,LEGACY — NEEDS STATIC UPGRADE,0,0,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required,47.5,Phase 2B tier/quality + global impressions/position; clicks excluded from score
bread,https://ovidhan.net/word/bread.html,A,7,REVIEW,LEGACY — NEEDS STATIC UPGRADE,0,0,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required,47.5,Phase 2B tier/quality + global impressions/position; clicks excluded from score
break,https://ovidhan.net/word/break.html,A,7,REVIEW,LEGACY — NEEDS STATIC UPGRADE,0,0,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required,47.5,Phase 2B tier/quality + global impressions/position; clicks excluded from score
breakfast,https://ovidhan.net/word/breakfast.html,A,7,REVIEW,LEGACY — NEEDS STATIC UPGRADE,0,0,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required,47.5,Phase 2B tier/quality + global impressions/position; clicks excluded from score
breaking,https://ovidhan.net/word/breaking.html,A,7,REVIEW,LEGACY — NEEDS STATIC UPGRADE,0,0,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required,47.5,Phase 2B tier/quality + global impressions/position; clicks excluded from score
breaks,https://ovidhan.net/word/breaks.html,A,7,REVIEW,LEGACY — NEEDS STATIC UPGRADE,0,0,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required,47.5,Phase 2B tier/quality + global impressions/position; clicks excluded from score
breast,https://ovidhan.net/word/breast.html,A,7,REVIEW,LEGACY — NEEDS STATIC UPGRADE,0,0,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required,47.5,Phase 2B tier/quality + global impressions/position; clicks excluded from score
breasts,https://ovidhan.net/word/breasts.html,A,7,REVIEW,LEGACY — NEEDS STATIC UPGRADE,0,0,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required,47.5,Phase 2B tier/quality + global impressions/position; clicks excluded from score
bridge,https://ovidhan.net/word/bridge.html,A,7,REVIEW,LEGACY — NEEDS STATIC UPGRADE,0,0,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required,47.5,Phase 2B tier/quality + global impressions/position; clicks excluded from score
brief,https://ovidhan.net/word/brief.html,A,7,REVIEW,LEGACY — NEEDS STATIC UPGRADE,0,0,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required,47.5,Phase 2B tier/quality + global impressions/position; clicks excluded from score
bright,https://ovidhan.net/word/bright.html,A,7,REVIEW,LEGACY — NEEDS STATIC UPGRADE,0,0,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required,47.5,Phase 2B tier/quality + global impressions/position; clicks excluded from score
bring,https://ovidhan.net/word/bring.html,A,7,REVIEW,LEGACY — NEEDS STATIC UPGRADE,0,0,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required,47.5,Phase 2B tier/quality + global impressions/position; clicks excluded from score
bringing,https://ovidhan.net/word/bringing.html,A,7,REVIEW,LEGACY — NEEDS STATIC UPGRADE,0,0,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required,47.5,Phase 2B tier/quality + global impressions/position; clicks excluded from score
brings,https://ovidhan.net/word/brings.html,A,7,REVIEW,LEGACY — NEEDS STATIC UPGRADE,0,0,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required,47.5,Phase 2B tier/quality + global impressions/position; clicks excluded from score
britain,https://ovidhan.net/word/britain.html,A,7,REVIEW,LEGACY — NEEDS STATIC UPGRADE,0,0,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required,47.5,Phase 2B tier/quality + global impressions/position; clicks excluded from score
british,https://ovidhan.net/word/british.html,A,7,REVIEW,LEGACY — NEEDS STATIC UPGRADE,0,0,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required,47.5,Phase 2B tier/quality + global impressions/position; clicks excluded from score
broad,https://ovidhan.net/word/broad.html,A,7,REVIEW,LEGACY — NEEDS STATIC UPGRADE,0,0,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required,47.5,Phase 2B tier/quality + global impressions/position; clicks excluded from score
broadband,https://ovidhan.net/word/broadband.html,A,7,REVIEW,LEGACY — NEEDS STATIC UPGRADE,0,0,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required,47.5,Phase 2B tier/quality + global impressions/position; clicks excluded from score
broadcast,https://ovidhan.net/word/broadcast.html,A,7,REVIEW,LEGACY — NEEDS STATIC UPGRADE,0,0,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required,47.5,Phase 2B tier/quality + global impressions/position; clicks excluded from score
broken,https://ovidhan.net/word/broken.html,A,7,REVIEW,LEGACY — NEEDS STATIC UPGRADE,0,0,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required,47.5,Phase 2B tier/quality + global impressions/position; clicks excluded from score
broker,https://ovidhan.net/word/broker.html,A,7,REVIEW,LEGACY — NEEDS STATIC UPGRADE,0,0,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required,47.5,Phase 2B tier/quality + global impressions/position; clicks excluded from score
brother,https://ovidhan.net/word/brother.html,A,7,REVIEW,LEGACY — NEEDS STATIC UPGRADE,0,0,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required,47.5,Phase 2B tier/quality + global impressions/position; clicks excluded from score
brothers,https://ovidhan.net/word/brothers.html,A,7,REVIEW,LEGACY — NEEDS STATIC UPGRADE,0,0,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required,47.5,Phase 2B tier/quality + global impressions/position; clicks excluded from score
brought,https://ovidhan.net/word/brought.html,A,7,REVIEW,LEGACY — NEEDS STATIC UPGRADE,0,0,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required,47.5,Phase 2B tier/quality + global impressions/position; clicks excluded from score
brown,https://ovidhan.net/word/brown.html,A,7,REVIEW,LEGACY — NEEDS STATIC UPGRADE,0,0,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required,47.5,Phase 2B tier/quality + global impressions/position; clicks excluded from score
browse,https://ovidhan.net/word/browse.html,A,7,REVIEW,LEGACY — NEEDS STATIC UPGRADE,0,0,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required,47.5,Phase 2B tier/quality + global impressions/position; clicks excluded from score
browser,https://ovidhan.net/word/browser.html,A,7,REVIEW,LEGACY — NEEDS STATIC UPGRADE,0,0,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required,47.5,Phase 2B tier/quality + global impressions/position; clicks excluded from score
bruce,https://ovidhan.net/word/bruce.html,A,7,REVIEW,LEGACY — NEEDS STATIC UPGRADE,0,0,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required,47.5,Phase 2B tier/quality + global impressions/position; clicks excluded from score
buddy,https://ovidhan.net/word/buddy.html,A,7,REVIEW,LEGACY — NEEDS STATIC UPGRADE,0,0,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required,47.5,Phase 2B tier/quality + global impressions/position; clicks excluded from score
budget,https://ovidhan.net/word/budget.html,A,7,REVIEW,LEGACY — NEEDS STATIC UPGRADE,0,0,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required,47.5,Phase 2B tier/quality + global impressions/position; clicks excluded from score
buffalo,https://ovidhan.net/word/buffalo.html,A,7,REVIEW,LEGACY — NEEDS STATIC UPGRADE,0,0,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required,47.5,Phase 2B tier/quality + global impressions/position; clicks excluded from score
buffer,https://ovidhan.net/word/buffer.html,A,7,REVIEW,LEGACY — NEEDS STATIC UPGRADE,0,0,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required,47.5,Phase 2B tier/quality + global impressions/position; clicks excluded from score
bug,https://ovidhan.net/word/bug.html,A,7,REVIEW,LEGACY — NEEDS STATIC UPGRADE,0,0,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required,47.5,Phase 2B tier/quality + global impressions/position; clicks excluded from score
bugs,https://ovidhan.net/word/bugs.html,A,7,REVIEW,LEGACY — NEEDS STATIC UPGRADE,0,0,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required,47.5,Phase 2B tier/quality + global impressions/position; clicks excluded from score
build,https://ovidhan.net/word/build.html,A,7,REVIEW,LEGACY — NEEDS STATIC UPGRADE,0,0,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required,47.5,Phase 2B tier/quality + global impressions/position; clicks excluded from score
builder,https://ovidhan.net/word/builder.html,A,7,REVIEW,LEGACY — NEEDS STATIC UPGRADE,0,0,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required,47.5,Phase 2B tier/quality + global impressions/position; clicks excluded from score
building,https://ovidhan.net/word/building.html,A,7,REVIEW,LEGACY — NEEDS STATIC UPGRADE,0,0,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required,47.5,Phase 2B tier/quality + global impressions/position; clicks excluded from score
buildings,https://ovidhan.net/word/buildings.html,A,7,REVIEW,LEGACY — NEEDS STATIC UPGRADE,0,0,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required,47.5,Phase 2B tier/quality + global impressions/position; clicks excluded from score
built,https://ovidhan.net/word/built.html,A,7,REVIEW,LEGACY — NEEDS STATIC UPGRADE,0,0,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required,47.5,Phase 2B tier/quality + global impressions/position; clicks excluded from score
bulgaria,https://ovidhan.net/word/bulgaria.html,A,7,REVIEW,LEGACY — NEEDS STATIC UPGRADE,0,0,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required,47.5,Phase 2B tier/quality + global impressions/position; clicks excluded from score
bulk,https://ovidhan.net/word/bulk.html,A,7,REVIEW,LEGACY — NEEDS STATIC UPGRADE,0,0,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required,47.5,Phase 2B tier/quality + global impressions/position; clicks excluded from score
bulletin,https://ovidhan.net/word/bulletin.html,A,7,REVIEW,LEGACY — NEEDS STATIC UPGRADE,0,0,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required,47.5,Phase 2B tier/quality + global impressions/position; clicks excluded from score
bureau,https://ovidhan.net/word/bureau.html,A,7,REVIEW,LEGACY — NEEDS STATIC UPGRADE,0,0,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required,47.5,Phase 2B tier/quality + global impressions/position; clicks excluded from score
burn,https://ovidhan.net/word/burn.html,A,7,REVIEW,LEGACY — NEEDS STATIC UPGRADE,0,0,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required,47.5,Phase 2B tier/quality + global impressions/position; clicks excluded from score
burning,https://ovidhan.net/word/burning.html,A,7,REVIEW,LEGACY — NEEDS STATIC UPGRADE,0,0,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required,47.5,Phase 2B tier/quality + global impressions/position; clicks excluded from score
bus,https://ovidhan.net/word/bus.html,A,7,REVIEW,LEGACY — NEEDS STATIC UPGRADE,0,0,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required,47.5,Phase 2B tier/quality + global impressions/position; clicks excluded from score
bush,https://ovidhan.net/word/bush.html,A,7,REVIEW,LEGACY — NEEDS STATIC UPGRADE,0,0,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required,47.5,Phase 2B tier/quality + global impressions/position; clicks excluded from score
business,https://ovidhan.net/word/business.html,A,7,REVIEW,LEGACY — NEEDS STATIC UPGRADE,0,0,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required,47.5,Phase 2B tier/quality + global impressions/position; clicks excluded from score
businesses,https://ovidhan.net/word/businesses.html,A,7,REVIEW,LEGACY — NEEDS STATIC UPGRADE,0,0,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required,47.5,Phase 2B tier/quality + global impressions/position; clicks excluded from score
busy,https://ovidhan.net/word/busy.html,A,7,REVIEW,LEGACY — NEEDS STATIC UPGRADE,0,0,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required,47.5,Phase 2B tier/quality + global impressions/position; clicks excluded from score
but,https://ovidhan.net/word/but.html,A,7,REVIEW,LEGACY — NEEDS STATIC UPGRADE,0,0,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required,47.5,Phase 2B tier/quality + global impressions/position; clicks excluded from score
butt,https://ovidhan.net/word/butt.html,A,7,REVIEW,LEGACY — NEEDS STATIC UPGRADE,0,0,0,0,GLOBAL AGGREGATE — FRANCE CONTAMINATION POSSIBLE,NONE,Bangladesh-filtered GSC page/query export required,47.5,Phase 2B tier/quality + global impressions/position; clicks excluded from score
